CASENO,OFFENSE_CAT,OFFENSE,EVENT_MONTH,EVENT_DAY,EVENT_YEAR,EVENT_TIME,CVLEGEND,EVENT_DOW,Day,BLKADDR,City,State,Latitude,Longitude
16044968,DISTURBANCE,DISTURBANCE,7,30,2016,20,DISORDERLY CONDUCT,6,Saturday,1700 GRANT ST,Berkeley,CA,37.875707,-122.275816
16091519,BURGLARY,BURGLARY AUTO,8,17,2016,12,BURGLARY - VEHICLE,3,Wednesday,1800 FOURTH ST,Berkeley,CA,37.869944,-122.300636
16052287,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,9,4,2016,6,FAMILY OFFENSE,0,Sunday,3000 SACRAMENTO ST,Berkeley,CA,37.853275,-122.279078
16055113,ALCOHOL OFFENSE,ALCOHOL OFFENSE,9,17,2016,17,LIQUOR LAW VIOLATION,6,Saturday,3000 ADELINE ST,Berkeley,CA,37.85488,-122.269079
16055274,VEHICLE THEFT,VEHICLE STOLEN,9,18,2016,2,MOTOR VEHICLE THEFT,0,Sunday,2300 GRANT ST,Berkeley,CA,37.866513,-122.27474
16041461,THEFT,THEFT MISD. (UNDER $950),7,14,2016,16,LARCENY,4,Thursday,1400 ADDISON ST,Berkeley,CA,37.869186,-122.283943
16048249,IDENTITY THEFT,IDENTITY THEFT,8,15,2016,13,FRAUD,1,Monday,2600 TELEGRAPH AVE,Berkeley,CA,37.862927,-122.258784
16054210,THEFT,THEFT FELONY (OVER $950),8,7,2016,8,LARCENY,0,Sunday,3000 COLBY ST,Berkeley,CA,37.854972,-122.25759
16034205,BURGLARY,BURGLARY COMMERCIAL,6,10,2016,3,BURGLARY - COMMERCIAL,5,Friday,1100 SECOND ST,Berkeley,CA,37.880971,-122.306626
16049476,THEFT,THEFT MISD. (UNDER $950),8,22,2016,13,LARCENY,1,Monday,2300 TELEGRAPH AVE,Berkeley,CA,37.868714,-122.259189
16058153,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,9,30,2016,21,ASSAULT,5,Friday,EIGHTH STREET & UNIVERSITY AVE,Berkeley,CA,37.868475,-122.295546
16052933,THEFT,THEFT MISD. (UNDER $950),9,1,2016,12,LARCENY,4,Thursday,2100 CHANNING WAY,Berkeley,CA,37.865826,-122.267244
16091376,THEFT,THEFT MISD. (UNDER $950),8,11,2016,1,LARCENY,4,Thursday,1800 PARKER ST,Berkeley,CA,37.861283,-122.273911
16090933,VANDALISM,VANDALISM,6,6,2016,17,VANDALISM,1,Monday,HEARST AVENUE & MILVIA ST,Berkeley,CA,37.873607,-122.270903
16034096,FRAUD/FORGERY,FRAUD/FORGERY,5,26,2016,12,FRAUD,4,Thursday,,Berkeley,CA,37.869058,-122.270455
16055864,THEFT,THEFT FELONY (OVER $950),9,20,2016,23,LARCENY,2,Tuesday,2300 COLLEGE AVE,Berkeley,CA,37.868957,-122.254552
16042400,DISTURBANCE,DISTURBANCE,7,19,2016,1,DISORDERLY CONDUCT,2,Tuesday,2100 M L KING JR WAY,Berkeley,CA,37.87026,-122.273196
16048953,THEFT,ROBBERY,8,19,2016,22,ROBBERY,5,Friday,1000 GILMAN ST,Berkeley,CA,37.88015,-122.297446
16050206,BURGLARY,BURGLARY AUTO,8,25,2016,17,BURGLARY - VEHICLE,4,Thursday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16038515,VEHICLE THEFT,VEHICLE STOLEN,6,29,2016,15,MOTOR VEHICLE THEFT,3,Wednesday,2400 RIDGE RD,Berkeley,CA,37.875875,-122.261805
16037317,THEFT,THEFT MISD. (UNDER $950),6,24,2016,8,LARCENY,5,Friday,2500 SHATTUCK AVE,Berkeley,CA,37.863811,-122.267412
16061061,VEHICLE THEFT,VEHICLE STOLEN,10,12,2016,12,MOTOR VEHICLE THEFT,3,Wednesday,1300 BLAKE ST,Berkeley,CA,37.860796,-122.285111
16091229,VANDALISM,VANDALISM,7,22,2016,23,VANDALISM,5,Friday,2700 GRANT ST,Berkeley,CA,37.85931,-122.273495
16040054,DISTURBANCE,DISTURBANCE,7,7,2016,8,DISORDERLY CONDUCT,4,Thursday,2000 MCGEE AVE,Berkeley,CA,37.870924,-122.277518
16039681,THEFT,ROBBERY,7,4,2016,20,ROBBERY,1,Monday,1200 RUSSELL ST,Berkeley,CA,37.853862,-122.285654
16051191,VEHICLE THEFT,VEHICLE STOLEN,8,27,2016,12,MOTOR VEHICLE THEFT,6,Saturday,900 DELAWARE ST,Berkeley,CA,37.870793,-122.297496
16041227,VEHICLE THEFT,VEHICLE STOLEN,7,12,2016,0,MOTOR VEHICLE THEFT,2,Tuesday,2800 SACRAMENTO ST,Berkeley,CA,37.856793,-122.279845
16058403,VEHICLE THEFT,VEHICLE STOLEN,10,1,2016,12,MOTOR VEHICLE THEFT,6,Saturday,1600 OREGON ST,Berkeley,CA,37.856335,-122.277333
16052616,DISTURBANCE,DISTURBANCE,9,6,2016,0,DISORDERLY CONDUCT,2,Tuesday,2500 BENVENUE AVE,Berkeley,CA,37.865535,-122.255235
16031573,THEFT,THEFT FELONY (OVER $950),5,28,2016,21,LARCENY,6,Saturday,2900 NINTH ST,Berkeley,CA,37.8526,-122.289715
16091422,THEFT,THEFT MISD. (UNDER $950),6,7,2016,20,LARCENY,2,Tuesday,2500 HILLEGASS AVE,Berkeley,CA,37.865149,-122.256487
16059640,BURGLARY,BURGLARY AUTO,10,7,2016,0,BURGLARY - VEHICLE,5,Friday,1600 SIXTY-SECOND ST,Berkeley,CA,37.872599,-122.303889
16040760,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,7,10,2016,20,ASSAULT,0,Sunday,UNIVERSITY AVENUE & SHATTUCK AVE,Berkeley,CA,37.872106,-122.268405
16044761,BURGLARY,BURGLARY AUTO,7,30,2016,12,BURGLARY - VEHICLE,6,Saturday,1200 FIFTH ST,Berkeley,CA,37.880786,-122.303067
16050235,ALCOHOL OFFENSE,ALCOHOL OFFENSE,8,26,2016,0,LIQUOR LAW VIOLATION,5,Friday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16061735,NARCOTICS,NARCOTICS,10,18,2016,3,DRUG VIOLATION,2,Tuesday,SAN PABLO AVENUE & UNIVERSITY AVE,Berkeley,CA,37.869041,-122.292204
16048662,THEFT,THEFT MISD. (UNDER $950),8,18,2016,14,LARCENY,4,Thursday,1200 SAN PABLO AVE,Berkeley,CA,37.882067,-122.296392
16061706,THEFT,ROBBERY,10,17,2016,21,ROBBERY,1,Monday,SHATTUCK AVENUE & CENTER ST,Berkeley,CA,37.870308,-122.26805
16052531,BURGLARY,BURGLARY AUTO,9,5,2016,13,BURGLARY - VEHICLE,1,Monday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16049744,ALCOHOL OFFENSE,ALCOHOL OFFENSE,8,23,2016,17,LIQUOR LAW VIOLATION,2,Tuesday,2900 SACRAMENTO ST,Berkeley,CA,37.8549,-122.27945
16054141,BURGLARY,BURGLARY RESIDENTIAL,9,13,2016,0,BURGLARY - RESIDENTIAL,2,Tuesday,2000 PRINCE ST,Berkeley,CA,37.852871,-122.26799
16034635,SEXUAL ASSAULT,SEXUAL ASSAULT MISD.,6,12,2016,2,SEX CRIME,0,Sunday,2400 PROSPECT ST,Berkeley,CA,37.867717,-122.249901
16060431,THEFT,ROBBERY,10,11,2016,11,ROBBERY,2,Tuesday,BOLIVAR DRIVE & ADDISON ST,Berkeley,CA,37.865718,-122.302106
16054370,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,9,14,2016,9,ASSAULT,3,Wednesday,SACRAMENTO STREET & ASHBY AVE,Berkeley,CA,37.853289,-122.278942
16091470,IDENTITY THEFT,IDENTITY THEFT,7,1,2016,13,FRAUD,5,Friday,2200 SPAULDING AVE,Berkeley,CA,37.867643,-122.280643
16090913,THEFT,THEFT MISD. (UNDER $950),5,28,2016,16,LARCENY,6,Saturday,2200 CHANNING WAY,Berkeley,CA,37.866037,-122.265618
16090954,IDENTITY THEFT,IDENTITY THEFT,5,31,2016,13,FRAUD,2,Tuesday,900 CRESTON RD,Berkeley,CA,37.89759,-122.260784
16091306,BURGLARY,BURGLARY AUTO,8,2,2016,8,BURGLARY - VEHICLE,2,Tuesday,2900 NEWBURY ST,Berkeley,CA,37.856614,-122.267596
16091277,THEFT,THEFT FELONY (OVER $950),7,28,2016,18,LARCENY,4,Thursday,2200 BANCROFT WAY,Berkeley,CA,37.867871,-122.26565
16044681,BURGLARY,BURGLARY COMMERCIAL,7,30,2016,0,BURGLARY - COMMERCIAL,6,Saturday,1700 SAN PABLO AVE,Berkeley,CA,37.87325,-122.293558
16040122,DISTURBANCE,DISTURBANCE,7,7,2016,17,DISORDERLY CONDUCT,4,Thursday,1700 OREGON ST,Berkeley,CA,37.856595,-122.275064
16037409,THEFT,THEFT MISD. (UNDER $950),6,23,2016,11,LARCENY,4,Thursday,2900 ELLIS ST,Berkeley,CA,37.85583,-122.27339
16091822,BURGLARY,BURGLARY AUTO,10,23,2016,9,BURGLARY - VEHICLE,0,Sunday,1500 PRINCE ST,Berkeley,CA,37.851503,-122.278518
16091098,THEFT,THEFT MISD. (UNDER $950),7,5,2016,21,LARCENY,2,Tuesday,2500 DWIGHT WAY,Berkeley,CA,37.865134,-122.258331
16053887,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,9,11,2016,21,ASSAULT,0,Sunday,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
16045923,VANDALISM,VANDALISM,8,5,2016,3,VANDALISM,5,Friday,1700 HARMON ST,Berkeley,CA,37.849381,-122.273675
16049767,VANDALISM,VANDALISM,8,23,2016,20,VANDALISM,2,Tuesday,2100 SIXTH ST,Berkeley,CA,37.866592,-122.297226
16056921,DISTURBANCE,DISTURBANCE,9,25,2016,10,DISORDERLY CONDUCT,0,Sunday,1400 ALLSTON WAY,Berkeley,CA,37.867117,-122.283641
16057864,THEFT,THEFT MISD. (UNDER $950),9,28,2016,21,LARCENY,3,Wednesday,2100 FOURTH ST,Berkeley,CA,37.866253,-122.299483
16031700,THEFT,THEFT FROM PERSON,5,29,2016,19,LARCENY,0,Sunday,SHATTUCK AVENUE & DURANT AVE,Berkeley,CA,37.8667,-122.267614
16061753,VEHICLE THEFT,VEHICLE STOLEN,10,17,2016,8,MOTOR VEHICLE THEFT,1,Monday,,Berkeley,CA,37.869058,-122.270455
16051965,NARCOTICS,NARCOTICS,9,2,2016,21,DRUG VIOLATION,5,Friday,BOWDITCH STREET & CHANNING WAY,Berkeley,CA,37.867209,-122.256554
16041702,THEFT,THEFT MISD. (UNDER $950),7,15,2016,15,LARCENY,5,Friday,1800 UNIVERSITY AVE,Berkeley,CA,37.871246,-122.274991
16037511,MISSING PERSON,MISSING ADULT,6,24,2016,6,MISSING PERSON,5,Friday,2500 PIEDMONT AVE,Berkeley,CA,37.865868,-122.251595
16030966,THEFT,THEFT MISD. (UNDER $950),5,26,2016,15,LARCENY,4,Thursday,2200 SHATTUCK AVE,Berkeley,CA,37.869363,-122.268028
16091784,VANDALISM,VANDALISM,10,17,2016,22,VANDALISM,1,Monday,2000 MILVIA ST,Berkeley,CA,37.871461,-122.270706
16056156,VEHICLE THEFT,VEHICLE STOLEN,9,21,2016,21,MOTOR VEHICLE THEFT,3,Wednesday,2600 HILLEGASS AVE,Berkeley,CA,37.863292,-122.256293
16091544,BURGLARY,BURGLARY AUTO,8,30,2016,9,BURGLARY - VEHICLE,2,Tuesday,1900 CENTER ST,Berkeley,CA,37.869685,-122.272804
16064456,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,10,26,2016,9,ASSAULT,3,Wednesday,2400 DWIGHT WAY,Berkeley,CA,37.864826,-122.260719
16046853,THEFT,THEFT MISD. (UNDER $950),8,9,2016,18,LARCENY,2,Tuesday,2000 SAN PABLO AVE,Berkeley,CA,37.868845,-122.29214
16050957,DISTURBANCE,DISTURBANCE,8,29,2016,2,DISORDERLY CONDUCT,1,Monday,SAN PABLO AVENUE & HARRISON ST,Berkeley,CA,37.882251,-122.296452
16045018,BURGLARY,BURGLARY AUTO,7,31,2016,14,BURGLARY - VEHICLE,0,Sunday,2500 REGENT ST,Berkeley,CA,37.865202,-122.257795
16059569,THEFT,ROBBERY,10,6,2016,23,ROBBERY,4,Thursday,PRINCE STREET & WHEELER ST,Berkeley,CA,37.853364,-122.264134
16091759,THEFT,THEFT MISD. (UNDER $950),10,8,2016,14,LARCENY,6,Saturday,1300 ROSE ST,Berkeley,CA,37.876897,-122.28868
16042090,THEFT,THEFT MISD. (UNDER $950),7,17,2016,14,LARCENY,0,Sunday,1100 UNIVERSITY AVE,Berkeley,CA,37.869151,-122.291342
16055472,VEHICLE THEFT,VEHICLE STOLEN,9,18,2016,18,MOTOR VEHICLE THEFT,0,Sunday,2300 ACTON ST,Berkeley,CA,37.865352,-122.283771
16091157,THEFT,THEFT FELONY (OVER $950),7,10,2016,19,LARCENY,0,Sunday,2500 DURANT AVE,Berkeley,CA,37.867852,-122.258699
16056543,DISTURBANCE,DISTURBANCE,9,24,2016,0,DISORDERLY CONDUCT,6,Saturday,2400 DANA ST,Berkeley,CA,37.866508,-122.261057
16041248,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,7,13,2016,13,ASSAULT,3,Wednesday,M L KING JR WAY & CHANNING WAY,Berkeley,CA,37.865169,-122.272303
16033898,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,6,8,2016,16,ASSAULT,3,Wednesday,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
16042511,VANDALISM,VANDALISM,7,19,2016,18,VANDALISM,2,Tuesday,2800 SACRAMENTO ST,Berkeley,CA,37.856793,-122.279845
16058495,DISTURBANCE,DISTURBANCE,10,2,2016,0,DISORDERLY CONDUCT,0,Sunday,2300 PIEDMONT AVE,Berkeley,CA,37.869839,-122.252365
16043300,THEFT,ROBBERY,7,23,2016,14,ROBBERY,6,Saturday,EASTSHORE HIGHWAY & GILMAN ST,Berkeley,CA,37.878312,-122.306543
16045839,DISTURBANCE,DISTURBANCE,8,4,2016,8,DISORDERLY CONDUCT,4,Thursday,2000 WARD ST,Berkeley,CA,37.859216,-122.268549
16058738,THEFT,THEFT MISD. (UNDER $950),10,3,2016,8,LARCENY,1,Monday,200 MARINA BLVD,Berkeley,CA,37.868667,-122.313656
16051671,DISTURBANCE,DISTURBANCE,8,16,2016,0,DISORDERLY CONDUCT,2,Tuesday,2100 KITTREDGE ST,Berkeley,CA,37.868512,-122.26781
16091333,BURGLARY,BURGLARY AUTO,8,5,2016,9,BURGLARY - VEHICLE,5,Friday,100 POPLAR ST,Berkeley,CA,37.897434,-122.266779
16046559,DISTURBANCE,DISTURBANCE,8,8,2016,10,DISORDERLY CONDUCT,1,Monday,900 BANCROFT WAY,Berkeley,CA,37.863758,-122.295053
16043838,NARCOTICS,NARCOTICS,7,26,2016,0,DRUG VIOLATION,2,Tuesday,2200 FULTON ST,Berkeley,CA,37.868706,-122.266279
16052114,VEHICLE THEFT,VEHICLE STOLEN,9,2,2016,17,MOTOR VEHICLE THEFT,5,Friday,2900 SHASTA RD,Berkeley,CA,37.888843,-122.254155
16063366,THEFT,THEFT MISD. (UNDER $950),10,25,2016,17,LARCENY,2,Tuesday,1400 SHATTUCK AVE,Berkeley,CA,37.881957,-122.269551
16041086,VANDALISM,VANDALISM,7,11,2016,0,VANDALISM,1,Monday,2200 OXFORD ST,Berkeley,CA,37.869625,-122.265892
16056563,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,9,24,2016,1,ASSAULT,6,Saturday,2400 DURANT AVE,Berkeley,CA,37.867513,-122.26127
16056683,ALCOHOL OFFENSE,ALCOHOL OFFENSE,9,24,2016,15,LIQUOR LAW VIOLATION,6,Saturday,1500 UNIVERSITY AVE,Berkeley,CA,37.870396,-122.281585
16037122,NARCOTICS,NARCOTICS,6,23,2016,11,DRUG VIOLATION,4,Thursday,UNIVERSITY AVENUE & SECOND ST,Berkeley,CA,37.866981,-122.302083
16031041,NARCOTICS,NARCOTICS,5,27,2016,0,DRUG VIOLATION,5,Friday,2200 MILVIA ST,Berkeley,CA,37.868574,-122.270415
16090941,IDENTITY THEFT,IDENTITY THEFT,6,7,2016,7,FRAUD,2,Tuesday,400 VASSAR AVE,Berkeley,CA,37.904087,-122.272275
16056029,BURGLARY,BURGLARY AUTO,9,21,2016,3,BURGLARY - VEHICLE,3,Wednesday,700 SPRUCE ST,Berkeley,CA,37.898024,-122.269917
16091292,BURGLARY,BURGLARY AUTO,7,29,2016,22,BURGLARY - VEHICLE,5,Friday,1400 PERALTA AVE,Berkeley,CA,37.879027,-122.288477
16091209,BURGLARY,BURGLARY AUTO,7,21,2016,15,BURGLARY - VEHICLE,4,Thursday,1600 DELAWARE ST,Berkeley,CA,37.873343,-122.280086
16044491,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,7,29,2016,10,ASSAULT,5,Friday,2100 SAN PABLO AVE,Berkeley,CA,37.867533,-122.291719
16036678,THEFT,THEFT FELONY (OVER $950),6,18,2016,7,LARCENY,6,Saturday,1200 TENTH ST,Berkeley,CA,37.882024,-122.29756
16047227,DISTURBANCE,DISTURBANCE,7,31,2016,12,DISORDERLY CONDUCT,0,Sunday,1200 ASHBY AVE,Berkeley,CA,37.852211,-122.286336
16048447,BURGLARY,BURGLARY RESIDENTIAL,8,17,2016,11,BURGLARY - RESIDENTIAL,3,Wednesday,2600 BENVENUE AVE,Berkeley,CA,37.863522,-122.254992
16043755,VANDALISM,VANDALISM,7,24,2016,16,VANDALISM,0,Sunday,2400 COLLEGE AVE,Berkeley,CA,37.867482,-122.254253
16091694,BURGLARY,BURGLARY AUTO,9,29,2016,17,BURGLARY - VEHICLE,4,Thursday,800 HEINZ AVE,Berkeley,CA,37.853085,-122.293832
16059542,NARCOTICS,NARCOTICS,10,6,2016,21,DRUG VIOLATION,4,Thursday,TENTH STREET & CHANNING WAY,Berkeley,CA,37.862645,-122.291288
16044492,THEFT,THEFT MISD. (UNDER $950),7,26,2016,4,LARCENY,2,Tuesday,2600 STUART ST,Berkeley,CA,37.859854,-122.255807
16039028,ALCOHOL OFFENSE,ALCOHOL OFFENSE,7,2,2016,4,LIQUOR LAW VIOLATION,6,Saturday,PRINCE STREET & ELLIS ST,Berkeley,CA,37.852216,-122.273012
16091712,IDENTITY THEFT,IDENTITY THEFT,10,4,2016,13,FRAUD,2,Tuesday,2100 KITTREDGE ST,Berkeley,CA,37.868512,-122.26781
16052829,BURGLARY,BURGLARY RESIDENTIAL,9,7,2016,6,BURGLARY - RESIDENTIAL,3,Wednesday,1300 HOPKINS ST,Berkeley,CA,37.878275,-122.288306
16059323,VEHICLE THEFT,VEHICLE STOLEN,10,5,2016,17,MOTOR VEHICLE THEFT,3,Wednesday,2400 FIFTH ST,Berkeley,CA,37.861511,-122.29681
16041703,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,7,15,2016,18,ASSAULT,5,Friday,1700 OREGON ST,Berkeley,CA,37.856595,-122.275064
16033956,BURGLARY,BURGLARY RESIDENTIAL,6,8,2016,14,BURGLARY - RESIDENTIAL,3,Wednesday,1400 HARMON ST,Berkeley,CA,37.848606,-122.279588
16091337,THEFT,THEFT FELONY (OVER $950),8,4,2016,13,LARCENY,4,Thursday,2400 DWIGHT WAY,Berkeley,CA,37.864826,-122.260719
16042183,BURGLARY,BURGLARY AUTO,7,17,2016,22,BURGLARY - VEHICLE,0,Sunday,800 BOLIVAR DR,Berkeley,CA,37.864768,-122.301615
16044621,VANDALISM,VANDALISM,7,29,2016,21,VANDALISM,5,Friday,1700 OREGON ST,Berkeley,CA,37.856595,-122.275064
16034190,DISTURBANCE,DISTURBANCE,6,10,2016,0,DISORDERLY CONDUCT,5,Friday,1600 HARMON ST,Berkeley,CA,37.849099,-122.275932
16056547,2ND RESPONSE,2ND RESPONSE,9,24,2016,0,NOISE VIOLATION,6,Saturday,2400 BLAKE ST,Berkeley,CA,37.863963,-122.260546
16050703,DISTURBANCE,DISTURBANCE,8,27,2016,11,DISORDERLY CONDUCT,6,Saturday,2600 TELEGRAPH AVE,Berkeley,CA,37.862927,-122.258784
16091546,IDENTITY THEFT,IDENTITY THEFT,9,7,2016,10,FRAUD,3,Wednesday,2300 STUART ST,Berkeley,CA,37.859195,-122.261915
16091563,BURGLARY,BURGLARY AUTO,9,11,2016,19,BURGLARY - VEHICLE,0,Sunday,2300 FOURTH ST,Berkeley,CA,37.862843,-122.298368
16046163,VEHICLE THEFT,VEHICLE STOLEN,8,5,2016,18,MOTOR VEHICLE THEFT,5,Friday,2600 FULTON ST,Berkeley,CA,37.862334,-122.264828
16053157,ASSAULT/BATTERY,ASSAULT/BATTERY FEL.,9,8,2016,17,ASSAULT,4,Thursday,2000 UNIVERSITY AVE,Berkeley,CA,37.871828,-122.270516
16050580,THEFT,THEFT MISD. (UNDER $950),8,27,2016,11,LARCENY,6,Saturday,2600 ELLSWORTH ST,Berkeley,CA,37.862562,-122.262598
16048624,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,8,18,2016,10,ASSAULT,4,Thursday,DURANT AVENUE & COLLEGE AVE,Berkeley,CA,37.868352,-122.254459
16038525,NARCOTICS,NARCOTICS,6,30,2016,0,DRUG VIOLATION,4,Thursday,2000 ADDISON ST,Berkeley,CA,37.870867,-122.270635
16091487,THEFT,THEFT MISD. (UNDER $950),8,30,2016,12,LARCENY,2,Tuesday,1900 BERRYMAN ST,Berkeley,CA,37.883285,-122.274145
16036773,VEHICLE THEFT,VEHICLE STOLEN,6,21,2016,9,MOTOR VEHICLE THEFT,2,Tuesday,COLLEGE AVENUE & DWIGHT WAY,Berkeley,CA,37.865711,-122.25389
16047124,BURGLARY,BURGLARY AUTO,8,10,2016,23,BURGLARY - VEHICLE,3,Wednesday,200 MARINA BLVD,Berkeley,CA,37.868667,-122.313656
16052500,BURGLARY,BURGLARY AUTO,9,5,2016,11,BURGLARY - VEHICLE,1,Monday,2300 FOURTH ST,Berkeley,CA,37.862843,-122.298368
16091846,VANDALISM,VANDALISM,10,25,2016,14,VANDALISM,2,Tuesday,2488 MARTIN LUTHER KING JR WAY,Berkeley,CA,37.863587,-122.272124
16055285,THEFT,THEFT FELONY (OVER $950),9,17,2016,15,LARCENY,6,Saturday,2900 OTIS ST,Berkeley,CA,37.856134,-122.270198
16059870,VEHICLE THEFT,VEHICLE STOLEN,10,7,2016,21,MOTOR VEHICLE THEFT,5,Friday,DURANT AVENUE & TELEGRAPH AVE,Berkeley,CA,37.867816,-122.258994
16091113,THEFT,THEFT MISD. (UNDER $950),7,6,2016,16,LARCENY,3,Wednesday,1600 UNIVERSITY AVE,Berkeley,CA,37.870652,-122.27958
16042620,VEHICLE THEFT,VEHICLE STOLEN,6,22,2016,12,MOTOR VEHICLE THEFT,3,Wednesday,1700 LINCOLN ST,Berkeley,CA,37.876333,-122.278118
16036943,DISTURBANCE,DISTURBANCE,6,22,2016,12,DISORDERLY CONDUCT,3,Wednesday,2900 CLAREMONT AVE,Berkeley,CA,37.858993,-122.244574
16044462,VEHICLE THEFT,VEHICLE STOLEN,7,28,2016,20,MOTOR VEHICLE THEFT,4,Thursday,2100 HEARST AVE,Berkeley,CA,37.873909,-122.268233
16035924,BURGLARY,BURGLARY AUTO,6,17,2016,19,BURGLARY - VEHICLE,5,Friday,BERKELEY WAY & SHATTUCK AVE,Berkeley,CA,37.872989,-122.268532
16091205,IDENTITY THEFT,IDENTITY THEFT,7,13,2016,12,FRAUD,3,Wednesday,2300 VALLEY ST,Berkeley,CA,37.865255,-122.284519
16091355,THEFT,THEFT MISD. (UNDER $950),8,9,2016,14,LARCENY,2,Tuesday,2900 COLLEGE AVE,Berkeley,CA,37.858483,-122.253191
16033263,NARCOTICS,NARCOTICS,6,5,2016,22,DRUG VIOLATION,0,Sunday,1300 SECOND ST,Berkeley,CA,37.878016,-122.305642
16061153,DOMESTIC VIOLENCE,DOMESTIC VIOLENCE,10,15,2016,0,FAMILY OFFENSE,6,Saturday,1600 PRINCE ST,Berkeley,CA,37.85177,-122.276489
16064198,MISSING PERSON,MISSING ADULT,10,16,2016,17,MISSING PERSON,0,Sunday,2100 KITTREDGE ST,Berkeley,CA,37.868512,-122.26781
16049790,DISTURBANCE,DISTURBANCE,8,23,2016,21,DISORDERLY CONDUCT,2,Tuesday,2100 SHATTUCK AVE,Berkeley,CA,37.871167,-122.268285
16091640,THEFT,THEFT MISD. (UNDER $950),9,21,2016,7,LARCENY,3,Wednesday,2100 CEDAR ST,Berkeley,CA,37.878423,-122.269023
16090965,BURGLARY,BURGLARY AUTO,6,9,2016,3,BURGLARY - VEHICLE,4,Thursday,2100 SEVENTH ST,Berkeley,CA,37.866936,-122.296218
16061419,THEFT,THEFT FELONY (OVER $950),10,15,2016,14,LARCENY,6,Saturday,,Berkeley,CA,37.869058,-122.270455
16091788,IDENTITY THEFT,IDENTITY THEFT,10,18,2016,13,FRAUD,2,Tuesday,2200 ASHBY AVE,Berkeley,CA,37.855684,-122.263491
16042219,THEFT,THEFT FROM AUTO,7,18,2016,0,LARCENY - FROM VEHICLE,1,Monday,2400 PIEDMONT AVE,Berkeley,CA,37.867545,-122.251966
16061791,BURGLARY,BURGLARY AUTO,10,18,2016,12,BURGLARY - VEHICLE,2,Tuesday,CEDAR STREET & KAINS AVE,Berkeley,CA,37.875334,-122.293158
16034039,ASSAULT/BATTERY,ASSAULT/BATTERY MISD.,6,9,2016,11,ASSAULT,4,Thursday,2400 DWIGHT WAY,Berkeley,CA,37.864826,-122.260719
16060873,THEFT,THEFT MISD. (UNDER $950),10,13,2016,15,LARCENY,4,Thursday,1800 FOURTH ST,Berkeley,CA,37.869944,-122.300636
16060890,THEFT,THEFT FELONY (OVER $950),10,13,2016,12,LARCENY,4,Thursday,1900 SHATTUCK AVE,Berkeley,CA,37.873687,-122.268616
16050542,BURGLARY,BURGLARY RESIDENTIAL,8,26,2016,21,BURGLARY - RESIDENTIAL,5,Friday,2000 FIFTH ST,Berkeley,CA,37.867271,-122.298682
16041252,THEFT,THEFT MISD. (UNDER $950),7,13,2016,9,LARCENY,3,Wednesday,3100 ADELINE ST,Berkeley,CA,37.8523,-122.270047
16091116,THEFT,THEFT MISD. (UNDER $950),7,5,2016,14,LARCENY,2,Tuesday,2300 SHATTUCK AVE,Berkeley,CA,37.867176,-122.267802
16060282,BURGLARY,BURGLARY AUTO,10,10,2016,14,BURGLARY - VEHICLE,1,Monday,100 SEAWALL DR,Berkeley,CA,37.863611,-122.317566
16091187,BURGLARY,BURGLARY AUTO,7,16,2016,0,BURGLARY - VEHICLE,6,Saturday,800 OXFORD ST,Berkeley,CA,37.892824,-122.272717
16063763,BURGLARY,BURGLARY AUTO,10,27,2016,17,BURGLARY - VEHICLE,4,Thursday,100 SEAWALL DR,Berkeley,CA,37.863611,-122.317566
16056687,THEFT,THEFT MISD. (UNDER $950),9,24,2016,13,LARCENY,6,Saturday,2000 KITTREDGE ST,Berkeley,CA,37.868204,-122.270054
16034771,FRAUD/FORGERY,FRAUD/FORGERY,6,12,2016,20,FRAUD,0,Sunday,BERKELEY WAY & WEST ST,Berkeley,CA,37.870592,-122.286613
16091016,BURGLARY,BURGLARY AUTO,6,19,2016,20,BURGLARY - VEHICLE,0,Sunday,924 GILMAN AVE,Berkeley,CA,37.879765,-122.299351
16054096,NARCOTICS,NARCOTICS,9,12,2016,21,DRUG VIOLATION,1,Monday,1900 HASTE ST,Berkeley,CA,37.864258,-122.272202
16033195,NARCOTICS,NARCOTICS,6,5,2016,16,DRUG VIOLATION,0,Sunday,1800 FIFTH ST,Berkeley,CA,37.870231,-122.299624
